,0
21448,apristurus sinensis
21449,apristurus spongiceps
21450,apristurus stenseni
21451,apristurus verweyi
21452,incision
21453,aulohalaelurus kanakorum
21454,aulohalaelurus labiosus
21455,halaelurus alcocki
21456,halaelurus boesemani
21457,halaelurus buergeri
21458,halaelurus canescens
21459,halaelurus dawsoni
21460,halaelurus hispidus
21461,halaelurus immaculatus
21462,analeptics
21463,halaelurus lineatus
21464,halaelurus lutarius
21465,halaelurus natalensis
21466,halaelurus quagga
21467,pentanchus profundicolus
21468,cephaloscyllium fasciatum
21469,cephaloscyllium isabellum
21470,cephaloscyllium laticeps
21471,cephaloscyllium nascione
21472,cephaloscyllium silasi
21473,income distribution
21474,cephaloscyllium sufflans
21475,cephaloscyllium umbratile
21476,cephaloscyllium ventriosum
21477,cephalurus cephalus
21478,poroderma africanum
21479,poroderma marleyi
21480,poroderma pantherinum
21481,scyliorhinidae (10801xxxxx)
21482,carcharhinidae
21483,income transfers
21484,isogomphodon oxyrhynchus
21485,lamiopsis temmincki
21486,nasolamia velox
21487,carcharhinus plumbeus
21488,carcharhinus amblyrhynchoides
21489,carcharhinus limbatus
21490,carcharhinus melanopterus
21491,carcharhinus amblyrhynchos
21492,carcharhinus amboinensis
21493,carcharhinus borneensis
21494,incorporation
21495,carcharhinus acronotus
21496,carcharhinus cautus
21497,carcharhinus longimanus
21498,carcharhinus porosus
21499,carcharhinus dussumieri
21500,carcharhinus fitzroyensis
21501,carcharhinus obscurus
21502,carcharhinus falciformis
21503,carcharhinus leucas
21504,carcharhinus albimarginatus
21505,carcharhinus brachyurus
21506,carcharhinus brevipinna
21507,carcharhinus sealei
21508,carcharhinus signatus
21509,carcharhinus macloti
21510,carcharhinus isodon
21511,carcharhinus altimus
21512,carcharhinus galapagensis
21513,carcharhinus hemiodon
21514,proteomics
21515,carcharhinus leiodon
21516,republic of india
21517,carcharhinus perezi
21518,carcharhinus sorrah
21519,carcharhinus tilstoni
21520,carcharhinus wheeleri
21521,galeocerdo cuvier
21522,scoliodon laticaudus
21523,triaenodon obesus
21524,negaprion brevirostris
21525,negaprion acutidens
21526,loxodon macrorhinus
21527,asiatic elephant
21528,elephas maximus
21529,indian elephant
21530,glyphis gangeticus
21531,glyphis glyphis
21532,rhizoprionodon terraenovae
21533,rhizoprionodon acutus
21534,rhizoprionodon lalandii
21535,rhizoprionodon longurio
21536,rhizoprionodon oligolinx
21537,rhizoprionodon porosus
21538,rhizoprionodon taylori
21539,indian mackerel
21540,short mackerel
21541,carcharhinidae (10802xxxxx)
21542,sphyrnidae
21543,eusphyra blochii
21544,sphyrna zygaena
21545,sphyrna corona
21546,sphyrna couardi
21547,sphyrna lewini
21548,sphyrna media
21549,indian ocean
21550,sphyrna tudes
21551,sphyrna tiburo
21552,sphyrna mokarran
21553,sphyrnidae (10803xxxxx)
21554,triakidae
21555,mustelus antarcticus
21556,mustelus californicus
21557,mustelus canis
21558,indiana
21559,mustelus dorsalis
21560,mustelus fasciatus
21561,mustelus griseus
21562,mustelus henlei
21563,mustelus higmani
21564,mustelus lenticulatus
21565,mustelus lunulatus
21566,mustelus manazo
21567,mustelus schmitti
21568,mustelus mustelus
21569,analgesics
21570,bioindicators (plants)
21571,indicator hosts
21572,indicator plants
21573,mustelus norrisi
21574,mustelus asterias
21575,mustelus mento
21576,mustelus mosis
21577,mustelus palumbes
21578,mustelus punctulatus
21579,mustelus whitneyi
21580,galeorhinus galeus
21581,triakis acutipinna
21582,indigofera
21583,triakis semifasciata
21584,triakis maculata
21585,triakis megalopterus
21586,triakis scyllium
21587,iago garricki
21588,lago omanensis
21589,gogolia filewoodi
21590,hypogaleus hyugaensis
21591,furgaleus macki
21592,hemitriakis japanica
21593,indigofera anil
21594,hemitriakis leucoperiptera
21595,scylliogaleus quecketti
21596,triakidae (10804xxxxx)
21597,pseudotriakidae
21598,pseudotriakis microdon
21599,hemigaleidae
21600,chaenogaleus macrostoma
21601,hemipristis elongata
21602,paragaleus leucolomatus
21603,paragaleus pectoralis
21604,indigofera arrecta
21605,paragaleus tengi
21606,hemigaleus microstoma
21607,leptochariidae
21608,leptocharias smithii
21609,proscylliidae
21610,ctenacis fehlmanni
21611,eridacnis barbouri
21612,eridacnis radcliffei
21613,eridacnis sinuans
21614,gollum attenuatus
21615,indigofera endecaphylla
21616,indigofera spicata
21617,proscyllium habereri
21618,carcharhiniformes (108xxxxxxx)
21619,squalidae
21620,somniosus microcephalus
21621,somniosus rostratus
21622,somniosus pacificus
21623,cirrhigaleus asper
21624,cirrhigaleus barbifer
21625,euprotomicroides zantedeschia
21626,indigofera tinctoria
21627,heteroscymnoides marleyi
21628,squalus blainvillei
21629,squalus cubensis
21630,squalus japonicus
21631,squalus acanthias
21632,squalus mitsukurii
21633,squalus rancureli
21634,squalus melanurus
21635,squalus megalops
21636,indirect taxation
21637,centrophorus granulosus
21638,centrophorus uyato
21639,centrophorus squamosus
21640,centrophorus lusitanicus
21641,centrophorus acus
21642,centrophorus harrissoni
21643,centrophorus moluccensis
21644,centrophorus niaukang
21645,centrophorus tessellatus
21646,resettlement
21647,individual feeding
21648,etmopterus spinax
21649,etmopterus bigelowi
21650,etmopterus brachyurus
21651,etmopterus bullisi
21652,etmopterus princeps
21653,etmopterus pusillus
21654,etmopterus gracilispinis
21655,etmopterus granulosus
21656,etmopterus hillianus
21657,indochina
21658,etmopterus lucifer
21659,etmopterus molleri
21660,etmopterus polli
21661,etmopterus schultzi
21662,anoplus roboris
21663,etmopterus sentosus
21664,etmopterus splendidus
21665,etmopterus unicolor
21666,etmopterus villosus
21667,etmopterus virens
21668,etmopterus compagnoi
21669,indoles
21670,etmopterus decacuspidatus
21671,isistius brasiliensis
21672,isistius plutodus
21673,euprotomicrus bispinatus
21674,deania calcea
21675,deania histricosa
21676,deania profundorum
21677,deania quadrispinosa
21678,lathyrus pratensis
21679,solanum persicum
21680,xanthomonas arboricola
21681,aquaculture effluents
21682,effluents (aquaculture)
21683,indonesia
21684,republic of indonesia
21685,scymnodalatias albicauda
21686,scymnodalatias sherwoodi
21687,centroscymnus coelolepis
21688,centroscymnus crepidater
21689,centroscymnus cryptacanthus
21690,centroscymnus owstoni
21691,centroscymnus plunketi
21692,scymnodon obscurus
21693,scymnodon ringens
21694,floral induction
21695,flower induction
21696,induced flowering
21697,scymnodon macracanthus
21698,scymnodon squamulosus
21699,dalatias licha
21700,centroscyllium fabricii
21701,centroscyllium granulatum
21702,centroscyllium kamoharai
21703,centroscyllium nigrum
21704,centroscyllium ornatum
21705,centroscyllium ritteri
21706,aculeola nigra
21707,directed mutation
21708,induced mutation
21709,squaliolus aliae
21710,squaliolus laticaudus
21711,squalidae (10901xxxxx)
21712,"squalidae, scyliorhinidae"
21713,pristiophoridae
21714,pristiophorus cirratus
21715,pristiophorus japonicus
21716,pristiophorus nudipinnis
21717,pristiophorus schroederi
21718,artificial polyploidy
21719,in vitro polyploidization
21720,induced polyploidization
21721,induced polyploidy
21722,pliotrema warreni
21723,squatinidae
21724,squatina squatina
21725,squatina aculeata
21726,squatina africana
21727,squatina argentina
21728,squatina australis
21729,squatina californica
21730,squatina dumeril
21731,squatina formosa
21732,squatina japonica
21733,squatina nebulosa
21734,squatina oculata
21735,squatina tergocellata
21736,catch statistics
21737,squatina tergocellatoides
21738,squatinidae (10903xxxxx)
21739,oxynotidae
21740,oxynotus centrina
21741,bruchus rufipes
21742,oxynotus paradoxus
21743,industrial crops
21744,oxynotus bruniensis
21745,oxynotus caribbaeus
21746,echinorhinidae
21747,echinorhinus brucus
21748,telenomus busseolae
21749,echinorhinus cookei
21750,squaliformes (109xxxxxxx)
21751,rhinobatidae
21752,aptychotrema bougainvillii
21753,aptychotrema rostrata
21754,industrial pollutants
21755,aptychotrema vincentiana
21756,platyrhina sinensis
21757,platyrhinoidis triseriata
21758,rhynchobatus australiae
21759,rhynchobatus djiddensis
21760,rhynchobatus luebberti
21761,rhinobatos annandalei
21762,rhinobatos annulatus
21763,rhinobatos batillum
21764,industrialization
21765,rhinobatos blochii
21766,rhinobatos brevirostris
21767,rhinobatos cemiculus
21768,rhinobatos formosensis
21769,rhinobatos percellens
21770,rhinobatos planiceps
21771,rhinobatos halavi
21772,rhinobatos holcorhynchus
21773,rhinobatos hynnicephalus
21774,rhinobatos irvinei
21775,rhinobatos albomaculatus
21776,rhinobatos leucorhynchus
21777,rhinobatos leucospilus
21778,rhinobatos lionotus
21779,rhinobatos obtusus
21780,rhinobatos glaucostigma
21781,rhinobatos ocellatus
21782,rhinobatos productus
21783,rhinobatos punctifer
21784,rhinobatos rhinobatos
21785,infant feeding
21786,rhinobatos salalah
21787,rhinobatos schlegelii
21788,rhinobatos thouin
21789,rhinobatos typus
21790,rhinobatos horkelii
21791,rhinobatos granulatus
21792,rhinobatos lentiginosus
21793,zanobatus schoenleinii
21794,zapteryx exasperata
21795,ananas
21796,rhina ancylostoma
21797,trygonorrhina fasciata
21798,trygonorrhina guaneria
21799,trygonorrhina melaleuca
21800,rhinobatidae (11001xxxxx)
21801,pristidae
21802,anoxypristis cuspidata
21803,pristis clavata
21804,pristis microdon
21805,pristis pectinata
21806,infants
21807,neonata (humans)
21808,pristis pristis
21809,pristis zijsron
21810,pristidae (11002xxxxx)
21811,raja batis
21812,raja clavata
21813,raja radiata
21814,raja montagui
21815,raja brachyura
21816,incubation of a disease
21817,infection
21818,raja circularis
21819,raja fullonica
21820,raja wallacei
21821,raja microocellata
21822,raja naevus
21823,raja oxyrinchus
21824,raja undulata
21825,raja springeri
21826,raja stellulata
21827,raja stenorhynchus
21828,raja straeleni
21829,raja taaf
21830,raja teevani
21831,raja tengu
21832,raja texana
21833,raja senta
21834,raja whitleyi
21835,raja velezi
21836,raja alba
21837,raja rhina
21838,infertility
21839,reproductive sterility
21840,raja robertsi
21841,raja rondeleti
21842,raja rouxi
21843,raja schmidti
21844,raja fyllae
21845,raja georgiana
21846,raja ackleyi
21847,raja acutispina
21848,raja africana
21849,raja annandalei
21850,infestation
21851,pest infestation
21852,raja asterias
21853,raja australis
21854,raja badia
21855,raja bathyphila
21856,raja bigelowi
21857,raja binoculata
21858,raja boesemani
21859,raja bullisi
21860,raja campbelli
21861,raja castelnaui
21862,inflammation
21863,raja caudaspinosa
21864,raja cerva
21865,raja cervigoni
21866,raja clarkii
21867,raja compagnoi
21868,raja confundens
21869,raja cortezensis
21870,raja cyclophora
21871,raja dageti
21872,raja dissimilis
21873,inflation
21874,raja doutrei
21875,raja eglanteria
21876,raja equatorialis
21877,raja erinacea
21878,raja fuliginea
21879,raja garmani
21880,raja gigas
21881,raja gudgeri
21882,raja heemstrai
21883,raja herwigi
21884,inflorescences
21885,raja hollandi
21886,raja hyperborea
21887,raja innominata
21888,raja inornata
21889,raja jenseni
21890,raja johannisdavisi
21891,raja kenojei
21892,raja kreffti
21893,raja laevis
21894,raja lanceorostrata
21895,influenzavirus
21896,raja lemprieri
21897,raja lentiginosa
21898,raja leopardus
21899,raja leucosticta
21900,raja lintea
21901,raja macrocauda
21902,raja maderensis
21903,raja meerdervoortii
21904,raja melitensis
21905,raja miraletus
21906,ananas comosus
21907,ananas sativus
21908,bromelia comosa
21909,pineapple (plant)
21910,diffusion of information
21911,information flow
21912,raja nasuta
21913,raja nidarosiensis
21914,raja ocellata
21915,raja olseni
21916,raja pita
21917,raja polyommata
21918,raja polystigma
21919,raja powelli
21920,raja pulchra
21921,raja pullopunctata
21922,information needs
21923,raja purpuriventralis
21924,raja radula
21925,raja ravidula
21926,bathyraja eatonii
21927,bathyraja maccaini
21928,bathyraja murrayi
21929,bathyraja caeluronigricans
21930,bathyraja diplotaenia
21931,information processing
21932,bathyraja abyssicola
21933,bathyraja aleutica
21934,bathyraja andriashevi
21935,bathyraja griseocauda
21936,bathyraja hesperafricana
21937,bathyraja interrupta
21938,bathyraja irrasa
21939,bathyraja isotrachys
21940,bathyraja lindbergi
21941,bathyraja matsubarai
21942,data retrieval
21943,information retrieval
21944,bathyraja meridionalis
21945,bathyraja minispinosa
21946,bathyraja notoroensis
21947,bathyraja pallida
21948,bathyraja parmifera
21949,bathyraja richardsoni
21950,richardson's ray
21951,bathyraja rosispinis
21952,bathyraja shuntovi
21953,bathyraja simoterus
21954,bathyraja smirnovi
21955,information science
21956,bathyraja smithii
21957,bathyraja spinicauda
21958,bathyraja spinosissima
21959,bathyraja trachouros
21960,bathyraja trachura
21961,bathyraja tzinovskii
21962,bathyraja violacea
21963,arhynchobatis asperrimus
21964,cruriraja atlantis
21965,information services
21966,cruriraja durbanensis
21967,cruriraja parcomaculata
21968,cruriraja poeyi
21969,cruriraja triangularis
21970,gurgesiella atlantica
21971,gurgesiella sibogae
21972,irolita waitii
21973,malacoraja spinacidermis
21974,neoraja africana
21975,neoraja stehmanni
21976,data storage
21977,information storage
21978,notoraja ochroderma
21979,pale skate
21980,notoraja subtilispinosa
21981,notoraja tobitukai
21982,pavoraja alleni
21983,pavoraja asperula
21984,pavoraja laxipella
21985,pavoraja nitida
21986,pavoraja spinifera
21987,rhinoraja kujiensis
21988,rhinoraja longicauda
21989,infrared radiation
21990,rhinoraja odai
21991,breviraja atripinna
21992,breviraja caerulea
21993,breviraja colesi
21994,breviraja cubensis
21995,breviraja spinosa
21996,rajidae (11004xxxxx)
21997,dasyatidae
21998,dasyatis akajei
21999,ingestion toxicity
22000,dasyatis americana
22001,dasyatis annotata
22002,dasyatis bennetti
22003,dasyatis brevicaudata
22004,dasyatis brevis
22005,dasyatis centroura
22006,dasyatis chrysonota
22007,dasyatis dipterura
22008,dasyatis fluviorum
22009,dasyatis garouaensis
22010,genetic inheritance
22011,heredity
22012,dasyatis geijskesi
22013,dasyatis giganteus
22014,dasyatis guttata
22015,dasyatis kuhlii
22016,dasyatis violacea
22017,dasyatis laosensis
22018,dasyatis latus
22019,dasyatis leylandi
22020,dasyatis longus
22021,dasyatis margarita
22022,extension policies
22023,anaphylactic reactions
22024,anaphylactic shock
22025,anaphylaxis
22026,inheritance tax
22027,dasyatis margaritella
22028,dasyatis marmorata
22029,dasyatis matsubarai
22030,dasyatis microps
22031,dasyatis pastinaca
22032,dasyatis rudis
22033,dasyatis sabina
22034,dasyatis say
22035,dasyatis thetidis
